edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud,informal_2024
41,1681,9.0,48.0,1,200000.0,1.0,0,0,1,0
23,529,12.0,40.0,2,1000000.0,9.0,0,0,1,0
53,2809,6.0,45.0,4,700000.0,1.0,0,1,1,0
33,1089,15.0,35.0,2,1100000.0,6.0,0,1,1,0
30,900,15.0,35.0,2,980000.0,7.0,1,1,1,0
59,3481,6.0,35.0,2,600000.0,9.0,0,1,1,1
39,1521,15.0,40.0,1,1600000.0,12.0,0,0,1,0
28,784,15.0,60.0,3,900000.0,8.0,0,0,1,0
39,1521,12.0,20.0,6,500000.0,3.0,0,1,0,0
45,2025,12.0,48.0,5,600000.0,11.0,1,1,1,0
47,2209,8.0,30.0,2,80000.0,1.0,1,1,1,0
60,3600,15.0,35.0,2,1200000.0,9.0,1,1,1,0
42,1764,16.0,40.0,3,1200000.0,9.0,0,1,1,0
40,1600,12.0,40.0,3,580000.0,8.0,1,1,1,0
59,3481,15.0,40.0,3,2000000.0,10.0,0,1,1,0
50,2500,12.0,50.0,3,200000.0,1.0,1,1,1,0
41,1681,12.0,40.0,3,950000.0,6.0,0,1,1,1
29,841,10.0,7.0,5,60000.0,1.0,1,0,0,0
27,729,10.0,12.0,1,200000.0,1.0,0,0,0,0
50,2500,12.0,36.0,3,700000.0,1.0,0,0,0,0
44,1936,17.0,60.0,3,2000000.0,1.0,0,1,0,1
43,1849,17.0,60.0,3,980000.0,8.0,1,1,1,0
49,2401,12.0,0.0,3,1500000.0,7.0,0,1,1,1
36,1296,15.0,0.0,5,450000.0,9.0,1,1,1,0
40,1600,15.0,0.0,5,750000.0,7.0,0,1,1,0
59,3481,12.0,48.0,2,700000.0,9.0,1,0,1,0
36,1296,12.0,12.0,5,160000.0,6.0,1,0,0,1
23,529,6.0,48.0,3,900000.0,7.0,0,1,0,1
48,2304,7.0,54.0,5,980000.0,6.0,0,1,1,0
63,3969,12.0,54.0,9,1000000.0,6.0,0,1,1,0
44,1936,0.0,42.0,4,240000.0,1.0,0,1,0,0
35,1225,12.0,25.0,5,400000.0,1.0,0,0,0,1
52,2704,12.0,48.0,5,1200000.0,2.0,0,0,1,0
24,576,12.0,48.0,5,400000.0,2.0,1,0,0,1
53,2809,9.0,32.0,1,600000.0,1.0,0,0,0,0
50,2500,15.0,40.0,1,900000.0,10.0,0,0,1,0
56,3136,9.0,28.0,2,700000.0,8.0,1,0,1,0
47,2209,15.0,30.0,4,1370000.0,9.0,1,1,1,0
39,1521,9.0,48.0,1,680000.0,3.0,0,0,0,0
43,1849,17.0,40.0,3,900000.0,3.0,1,1,1,0
51,2601,6.0,36.0,2,1600000.0,9.0,0,0,1,0
42,1764,15.0,49.0,5,1120000.0,1.0,0,1,0,0
35,1225,15.0,49.0,5,700000.0,1.0,1,1,0,0
65,4225,6.0,55.0,4,200000.0,1.0,0,0,0,0
23,529,12.0,55.0,4,200000.0,1.0,0,0,0,0
39,1521,12.0,60.0,4,700000.0,1.0,0,1,1,0
44,1936,12.0,60.0,4,480000.0,2.0,1,1,1,0
39,1521,17.0,35.0,2,1400000.0,12.0,1,0,1,0
48,2304,17.0,35.0,2,1000000.0,11.0,1,1,1,0
36,1296,9.0,54.0,3,1300000.0,8.0,0,1,1,0
56,3136,6.0,20.0,4,100000.0,2.0,0,1,0,0
54,2916,6.0,20.0,4,300000.0,2.0,1,1,0,0
23,529,12.0,48.0,3,800000.0,1.0,1,0,0,0
61,3721,7.0,20.0,2,250000.0,1.0,1,1,1,0
47,2209,17.0,24.0,4,1000000.0,10.0,1,1,1,0
55,3025,9.0,45.0,2,1200000.0,12.0,0,1,1,0
48,2304,12.0,32.0,5,420000.0,8.0,0,1,1,0
47,2209,6.0,32.0,5,600000.0,9.0,1,1,1,0
44,1936,7.0,72.0,4,600000.0,8.0,0,1,1,0
33,1089,6.0,30.0,2,800000.0,8.0,0,0,1,1
63,3969,11.0,30.0,2,600000.0,3.0,1,0,1,0
41,1681,15.0,35.0,4,2000000.0,9.0,1,1,1,0
38,1444,12.0,35.0,4,900000.0,2.0,0,1,1,0
34,1156,12.0,35.0,1,700000.0,1.0,0,0,1,0
29,841,5.0,40.0,6,600000.0,4.0,0,0,0,0
50,2500,12.0,40.0,6,900000.0,4.0,0,1,1,0
47,2209,8.0,16.0,3,400000.0,5.0,1,0,1,0
30,900,12.0,45.0,4,400000.0,7.0,0,1,1,1
52,2704,15.0,20.0,1,500000.0,1.0,1,0,0,0
42,1764,12.0,48.0,4,9500000.0,3.0,0,1,1,0
40,1600,15.0,48.0,4,9500000.0,3.0,1,1,1,0
39,1521,14.0,40.0,4,1400000.0,3.0,1,1,1,0
43,1849,17.0,40.0,4,950000.0,1.0,0,1,1,0
60,3600,15.0,62.0,3,1000000.0,1.0,0,1,1,0
28,784,9.0,30.0,5,400000.0,1.0,0,1,0,0
34,1156,6.0,70.0,8,500000.0,8.0,0,1,1,0
58,3364,9.0,40.0,1,1000000.0,6.0,1,0,1,0
29,841,17.0,48.0,1,2200000.0,6.0,0,0,1,0
34,1156,12.0,48.0,4,1200000.0,5.0,0,1,1,0
56,3136,6.0,48.0,8,1000000.0,2.0,0,1,0,0
22,484,6.0,48.0,8,500000.0,2.0,0,1,0,0
49,2401,8.0,28.0,3,200000.0,1.0,1,0,0,0
40,1600,17.0,30.0,5,850000.0,9.0,1,1,1,0
51,2601,17.0,30.0,5,850000.0,9.0,0,1,1,0
29,841,12.0,54.0,4,180000.0,1.0,1,0,1,0
46,2116,8.0,45.0,5,1100000.0,8.0,0,1,1,0
48,2304,6.0,40.0,5,500000.0,1.0,0,1,0,0
36,1296,12.0,40.0,5,250000.0,1.0,1,1,0,0
47,2209,17.0,48.0,4,1000000.0,5.0,1,1,1,0
39,1521,14.0,48.0,4,1500000.0,1.0,0,1,1,0
77,5929,10.0,30.0,1,1100000.0,8.0,0,0,1,0
72,5184,6.0,40.0,2,1200000.0,8.0,0,1,1,0
44,1936,13.0,18.0,4,800000.0,7.0,0,1,1,0
28,784,8.0,55.0,3,600000.0,2.0,0,1,0,0
38,1444,9.0,40.0,5,300000.0,1.0,0,1,0,0
38,1444,8.0,48.0,4,1100000.0,6.0,0,1,1,0
34,1156,12.0,40.0,3,1100000.0,7.0,0,1,1,0
53,2809,12.0,30.0,4,800000.0,8.0,0,1,1,0
43,1849,12.0,30.0,4,900000.0,8.0,1,1,1,0
48,2304,9.0,40.0,4,1200000.0,8.0,0,1,1,0
45,2025,12.0,40.0,4,1000000.0,8.0,1,1,1,0
53,2809,7.0,40.0,2,1300000.0,8.0,0,1,1,0
35,1225,6.0,40.0,4,250000.0,3.0,0,1,0,0
54,2916,12.0,40.0,4,1500000.0,7.0,0,0,1,0
20,400,12.0,40.0,4,480000.0,5.0,1,0,1,1
35,1225,12.0,35.0,8,300000.0,1.0,0,0,0,0
41,1681,12.0,52.0,3,500000.0,1.0,1,0,0,0
66,4356,12.0,48.0,5,1500000.0,1.0,0,1,0,0
62,3844,12.0,35.0,1,1200000.0,9.0,0,0,1,0
53,2809,1.0,30.0,4,800000.0,9.0,1,0,1,0
35,1225,12.0,36.0,3,600000.0,4.0,0,1,0,0
24,576,12.0,36.0,3,600000.0,4.0,1,1,0,0
36,1296,7.0,84.0,6,1200000.0,1.0,1,1,0,0
36,1296,6.0,84.0,6,620000.0,1.0,0,1,0,1
52,2704,11.0,40.0,5,900000.0,2.0,0,1,0,0
20,400,11.0,40.0,5,250000.0,2.0,0,0,0,1
26,676,12.0,66.0,2,500000.0,3.0,1,1,1,0
54,2916,17.0,49.0,3,1100000.0,9.0,1,0,1,0
56,3136,6.0,30.0,2,1000000.0,8.0,1,0,1,0
36,1296,15.0,30.0,2,1200000.0,9.0,0,0,1,0
46,2116,12.0,48.0,3,1000000.0,9.0,1,0,1,0
66,4356,6.0,105.0,2,400000.0,1.0,0,1,1,0
33,1089,12.0,48.0,3,500000.0,3.0,0,0,0,0
60,3600,17.0,30.0,1,800000.0,5.0,0,0,1,0
33,1089,9.0,35.0,8,500000.0,1.0,0,0,0,0
47,2209,6.0,44.0,3,800000.0,1.0,0,1,0,0
34,1156,12.0,54.0,3,350000.0,1.0,0,1,0,0
31,961,12.0,40.0,3,45000.0,1.0,1,1,0,0
24,576,3.0,40.0,3,400000.0,1.0,0,1,0,0
46,2116,6.0,30.0,5,400000.0,7.0,0,1,0,1
30,900,12.0,30.0,5,430000.0,7.0,1,1,0,1
51,2601,17.0,50.0,5,1000000.0,8.0,0,1,1,0
62,3844,2.0,9.0,2,400000.0,1.0,0,0,0,0
35,1225,15.0,34.0,1,1000000.0,7.0,0,0,1,0
56,3136,0.0,30.0,2,700000.0,2.0,1,1,1,0
35,1225,12.0,42.0,2,1400000.0,6.0,0,0,1,0
36,1296,6.0,12.0,4,20000.0,1.0,1,1,0,0
43,1849,6.0,12.0,4,820000.0,7.0,0,1,1,0
42,1764,14.0,40.0,2,1100000.0,8.0,0,1,1,0
44,1936,16.0,40.0,2,1200000.0,9.0,1,1,1,0
39,1521,12.0,48.0,3,1000000.0,2.0,1,1,1,0
38,1444,10.0,48.0,3,500000.0,7.0,0,1,1,1
38,1444,6.0,72.0,6,1060000.0,8.0,0,1,1,0
53,2809,4.0,56.0,2,600000.0,7.0,0,1,1,1
42,1764,12.0,48.0,5,400000.0,1.0,0,1,0,1
64,4096,6.0,30.0,3,880000.0,7.0,0,1,1,0
66,4356,6.0,50.0,6,1200000.0,6.0,0,0,1,0
28,784,8.0,42.0,4,400000.0,2.0,0,1,0,0
35,1225,9.0,50.0,4,600000.0,1.0,0,1,0,0
48,2304,1.0,18.0,3,25000.0,1.0,1,0,0,0
51,2601,5.0,56.0,2,700000.0,1.0,1,0,0,0
21,441,12.0,48.0,2,400000.0,1.0,1,1,0,0
50,2500,17.0,40.0,4,1600000.0,1.0,0,1,1,0
47,2209,17.0,40.0,4,900000.0,1.0,1,1,1,0
47,2209,6.0,35.0,3,200000.0,1.0,0,1,1,0
54,2916,15.0,23.0,3,430000.0,8.0,1,1,1,0
43,1849,6.0,44.0,3,800000.0,1.0,0,1,0,0
17,289,8.0,40.0,5,300000.0,7.0,0,0,0,1
41,1681,9.0,52.0,4,500000.0,2.0,1,1,0,0
43,1849,12.0,52.0,4,490000.0,1.0,0,1,0,0
31,961,14.0,50.0,3,500000.0,6.0,1,1,1,0
30,900,14.0,50.0,3,1012000.0,10.0,0,1,1,0
51,2601,17.0,50.0,4,500000.0,1.0,1,1,1,0
42,1764,12.0,36.0,1,300000.0,1.0,0,0,0,0
61,3721,7.0,45.0,4,700000.0,4.0,0,1,0,0
37,1369,15.0,46.0,4,630000.0,10.0,0,1,1,0
27,729,13.0,48.0,4,1000000.0,7.0,0,0,0,0
37,1369,15.0,20.0,5,800000.0,8.0,1,1,1,0
31,961,15.0,40.0,3,700000.0,7.0,0,1,1,0
31,961,15.0,40.0,3,700000.0,6.0,1,1,1,0
48,2304,15.0,36.0,4,1400000.0,8.0,1,1,1,0
50,2500,17.0,0.0,2,1500000.0,9.0,0,1,1,0
45,2025,12.0,0.0,2,1000000.0,1.0,1,1,1,0
33,1089,17.0,30.0,3,900000.0,8.0,1,1,1,0
65,4225,12.0,24.0,2,1200000.0,11.0,1,0,1,0
45,2025,12.0,40.0,2,1100000.0,7.0,0,0,1,0
21,441,12.0,40.0,2,800000.0,7.0,0,0,0,0
48,2304,15.0,20.0,5,2500000.0,7.0,0,1,1,0
39,1521,8.0,91.0,4,400000.0,3.0,0,1,0,0
55,3025,8.0,48.0,4,600000.0,7.0,0,0,0,1
39,1521,8.0,35.0,4,1200000.0,7.0,0,1,0,0
34,1156,15.0,48.0,2,890000.0,2.0,1,0,1,0
28,784,15.0,40.0,1,880000.0,7.0,0,0,1,0
48,2304,15.0,24.0,1,400000.0,1.0,0,0,0,0
63,3969,9.0,46.0,1,1500000.0,1.0,0,0,1,0
48,2304,12.0,30.0,4,900000.0,9.0,1,1,1,0
50,2500,12.0,30.0,4,1800000.0,7.0,0,1,1,0
52,2704,8.0,25.0,4,400000.0,8.0,0,1,1,0
44,1936,12.0,40.0,2,1800000.0,6.0,1,0,1,0
45,2025,15.0,54.0,3,900000.0,1.0,1,0,1,0
59,3481,17.0,40.0,2,1000000.0,7.0,1,0,1,0
63,3969,15.0,44.0,3,1000000.0,6.0,1,1,1,0
41,1681,8.0,25.0,3,200000.0,1.0,1,0,1,0
44,1936,12.0,48.0,1,1200000.0,7.0,0,0,1,0
39,1521,12.0,44.0,4,1000000.0,8.0,0,1,1,0
38,1444,17.0,44.0,4,800000.0,7.0,1,1,1,0
46,2116,15.0,48.0,4,800000.0,7.0,1,1,1,0
43,1849,12.0,50.0,6,1800000.0,8.0,0,1,1,0
38,1444,6.0,30.0,3,800000.0,5.0,0,1,0,0
42,1764,15.0,40.0,3,1200000.0,4.0,1,0,1,0
40,1600,15.0,28.0,2,400000.0,1.0,1,1,1,0
34,1156,17.0,45.0,2,3000000.0,11.0,1,1,1,0
31,961,15.0,46.0,3,780000.0,3.0,0,1,1,0
29,841,12.0,46.0,3,1000000.0,3.0,1,1,1,0
38,1444,6.0,25.0,4,200000.0,1.0,0,1,0,0
50,2500,6.0,32.0,3,1200000.0,7.0,0,0,0,0
57,3249,15.0,30.0,2,800000.0,7.0,0,1,1,0
50,2500,12.0,72.0,5,200000.0,2.0,0,0,0,0
28,784,11.0,72.0,5,200000.0,2.0,0,0,0,0
22,484,9.0,72.0,5,200000.0,2.0,0,1,0,0
39,1521,15.0,42.0,3,600000.0,1.0,1,0,0,0
41,1681,12.0,48.0,4,1100000.0,9.0,0,1,1,0
40,1600,15.0,48.0,4,1500000.0,9.0,1,1,1,0
56,3136,17.0,40.0,1,8000000.0,11.0,1,0,1,0
33,1089,12.0,40.0,3,1000000.0,8.0,0,1,1,0
44,1936,17.0,40.0,1,1000000.0,1.0,0,0,1,0
53,2809,17.0,35.0,3,1200000.0,8.0,1,0,1,0
58,3364,6.0,10.0,4,370000.0,1.0,1,0,1,0
54,2916,12.0,30.0,5,3000000.0,12.0,0,1,1,0
52,2704,17.0,30.0,5,1600000.0,12.0,1,1,1,0
45,2025,14.0,35.0,3,300000.0,3.0,1,0,0,0
43,1849,12.0,30.0,4,500000.0,2.0,1,0,0,0
27,729,12.0,30.0,4,350000.0,1.0,1,0,0,0
24,576,12.0,30.0,4,250000.0,1.0,1,0,0,0
48,2304,9.0,20.0,5,100000.0,1.0,1,0,0,0
56,3136,15.0,48.0,2,900000.0,10.0,1,1,1,0
24,576,12.0,48.0,7,300000.0,1.0,0,0,1,0
57,3249,12.0,48.0,2,750000.0,6.0,0,1,0,1
56,3136,12.0,30.0,9,1000000.0,9.0,0,1,1,0
43,1849,12.0,15.0,5,150000.0,1.0,1,1,1,0
53,2809,10.0,48.0,1,1000000.0,5.0,0,0,1,0
57,3249,6.0,96.0,4,450000.0,1.0,1,1,1,0
65,4225,10.0,96.0,4,800000.0,7.0,0,1,1,0
46,2116,12.0,30.0,1,300000.0,5.0,0,0,1,0
63,3969,6.0,10.0,3,400000.0,1.0,1,1,0,0
44,1936,15.0,54.0,2,550000.0,8.0,1,0,1,0
48,2304,14.0,60.0,4,500000.0,6.0,0,1,0,0
44,1936,15.0,60.0,4,300000.0,1.0,1,1,0,0
56,3136,6.0,48.0,5,900000.0,7.0,1,0,1,0
30,900,12.0,48.0,7,900000.0,7.0,0,1,1,0
50,2500,6.0,30.0,4,200000.0,1.0,1,0,1,0
53,2809,12.0,30.0,9,800000.0,8.0,1,1,1,0
30,900,10.0,30.0,9,200000.0,7.0,1,0,1,0
45,2025,12.0,48.0,4,1600000.0,10.0,0,1,1,0
43,1849,15.0,48.0,4,600000.0,1.0,1,1,1,0
45,2025,12.0,48.0,6,1300000.0,9.0,0,1,1,0
37,1369,12.0,48.0,6,700000.0,10.0,1,1,1,0
32,1024,12.0,48.0,5,400000.0,2.0,1,1,0,0
36,1296,15.0,48.0,5,900000.0,11.0,0,1,1,0
30,900,9.0,48.0,5,400000.0,4.0,0,0,0,0
55,3025,12.0,54.0,6,800000.0,1.0,0,1,1,0
62,3844,17.0,55.0,3,1000000.0,9.0,0,1,1,0
49,2401,12.0,40.0,2,700000.0,9.0,1,0,1,0
37,1369,12.0,48.0,4,800000.0,4.0,0,1,1,0
34,1156,12.0,48.0,4,1000000.0,7.0,1,1,1,1
47,2209,10.0,36.0,3,450000.0,9.0,1,0,1,0
28,784,12.0,30.0,9,1000000.0,8.0,1,0,1,0
33,1089,17.0,20.0,3,300000.0,1.0,1,0,0,0
50,2500,12.0,30.0,1,800000.0,9.0,0,0,1,0
55,3025,15.0,30.0,2,1500000.0,9.0,0,0,1,0
49,2401,11.0,54.0,6,500000.0,1.0,1,1,1,0
29,841,15.0,54.0,6,300000.0,3.0,1,0,1,0
26,676,16.0,54.0,6,250000.0,1.0,1,0,1,0
35,1225,9.0,60.0,4,980000.0,9.0,0,1,1,0
50,2500,17.0,58.0,3,1800000.0,5.0,0,1,0,0
57,3249,12.0,40.0,2,280000.0,7.0,1,0,0,0
42,1764,9.0,29.0,5,800000.0,1.0,0,1,0,0
61,3721,15.0,40.0,1,1200000.0,4.0,0,0,1,0
53,2809,15.0,44.0,3,692000.0,7.0,1,0,1,0
51,2601,12.0,60.0,5,450000.0,9.0,0,1,1,0
47,2209,15.0,60.0,5,700000.0,9.0,1,1,1,0
44,1936,17.0,48.0,2,600000.0,5.0,0,1,0,0
38,1444,10.0,48.0,2,78000.0,3.0,1,1,0,0
47,2209,15.0,30.0,2,1200000.0,9.0,0,1,1,0
38,1444,12.0,30.0,2,610000.0,9.0,1,1,1,0
43,1849,12.0,78.0,5,1000000.0,1.0,0,1,1,0
23,529,12.0,29.0,5,400000.0,9.0,0,0,0,0
21,441,12.0,29.0,5,300000.0,3.0,0,0,0,0
75,5625,6.0,15.0,6,400000.0,1.0,0,1,1,0
42,1764,17.0,48.0,1,2500000.0,10.0,0,0,1,0
61,3721,14.0,48.0,5,780000.0,10.0,0,1,1,0
56,3136,15.0,48.0,5,900000.0,8.0,1,1,1,0
37,1369,11.0,48.0,5,600000.0,10.0,0,0,1,0
25,625,12.0,36.0,4,500000.0,5.0,0,0,0,0
28,784,12.0,36.0,4,600000.0,1.0,1,0,0,0
48,2304,12.0,30.0,6,800000.0,9.0,1,0,1,0
29,841,14.0,60.0,5,2500000.0,8.0,0,0,1,1
71,5041,17.0,30.0,4,800000.0,10.0,1,0,1,0
40,1600,15.0,30.0,4,700000.0,10.0,1,0,1,0
51,2601,14.0,48.0,3,700000.0,1.0,1,0,0,0
51,2601,12.0,56.0,6,950000.0,9.0,1,0,1,0
41,1681,12.0,15.0,6,300000.0,1.0,0,0,0,0
35,1225,15.0,15.0,6,400000.0,9.0,1,0,1,0
50,2500,15.0,15.0,6,600000.0,9.0,1,0,1,0
24,576,12.0,30.0,6,200000.0,5.0,0,0,0,1
46,2116,12.0,48.0,4,2000000.0,8.0,0,1,1,0
51,2601,12.0,80.0,4,1000000.0,1.0,0,1,1,0
51,2601,15.0,80.0,4,800000.0,8.0,1,1,1,0
44,1936,12.0,98.0,4,800000.0,1.0,1,0,1,0
59,3481,12.0,30.0,3,700000.0,9.0,1,0,1,0
32,1024,12.0,30.0,3,650000.0,9.0,1,0,1,0
50,2500,10.0,30.0,3,900000.0,9.0,1,1,1,0
65,4225,12.0,30.0,3,1000000.0,7.0,0,1,1,0
57,3249,17.0,40.0,2,3500000.0,9.0,1,0,1,0
33,1089,7.0,80.0,7,900000.0,6.0,0,1,0,0
46,2116,12.0,15.0,6,250000.0,2.0,0,0,0,0
49,2401,10.0,60.0,4,600000.0,6.0,0,1,0,1
42,1764,8.0,49.0,6,300000.0,2.0,0,1,0,0
22,484,12.0,10.0,6,250000.0,4.0,0,0,0,0
47,2209,2.0,48.0,6,450000.0,7.0,0,0,1,1
49,2401,9.0,68.0,3,700000.0,7.0,0,1,1,0
60,3600,16.0,30.0,5,1300000.0,7.0,1,1,1,0
57,3249,15.0,30.0,5,2000000.0,9.0,0,1,1,0
51,2601,15.0,30.0,2,1100000.0,8.0,1,1,1,0
52,2704,12.0,30.0,2,800000.0,9.0,0,1,1,0
63,3969,12.0,25.0,3,200000.0,1.0,0,1,1,0
37,1369,15.0,25.0,3,2500000.0,10.0,1,0,1,0
34,1156,15.0,48.0,2,1000000.0,7.0,1,0,1,0
42,1764,9.0,60.0,4,500000.0,2.0,1,1,0,0
23,529,12.0,60.0,4,240000.0,6.0,0,0,0,1
58,3364,12.0,45.0,6,750000.0,10.0,1,1,1,0
56,3136,6.0,45.0,6,1000000.0,10.0,0,1,1,0
33,1089,9.0,84.0,5,700000.0,10.0,0,1,0,0
44,1936,12.0,70.0,4,700000.0,1.0,1,0,0,0
46,2116,12.0,84.0,5,600000.0,1.0,1,1,0,0
39,1521,15.0,43.0,6,2000000.0,9.0,0,1,1,0
41,1681,15.0,40.0,3,1000000.0,9.0,0,1,1,0
52,2704,9.0,35.0,5,1500000.0,9.0,0,1,1,0
33,1089,12.0,35.0,5,600000.0,9.0,0,0,1,0
48,2304,12.0,12.0,5,160000.0,1.0,1,0,0,0
29,841,12.0,24.0,1,500000.0,1.0,0,0,0,0
46,2116,6.0,60.0,4,500000.0,2.0,0,1,0,0
22,484,12.0,84.0,5,200000.0,4.0,0,0,0,0
33,1089,12.0,40.0,5,1200000.0,6.0,0,1,1,0
26,676,12.0,35.0,5,600000.0,9.0,0,0,1,0
27,729,14.0,56.0,1,600000.0,5.0,1,0,0,1
34,1156,12.0,16.0,2,300000.0,2.0,1,0,0,1
45,2025,12.0,6.0,6,100000.0,1.0,1,1,0,0
63,3969,12.0,16.0,4,300000.0,6.0,0,0,1,1
40,1600,15.0,16.0,4,850000.0,8.0,0,1,1,0
48,2304,16.0,30.0,1,600000.0,8.0,1,0,1,1
44,1936,7.0,18.0,2,360000.0,1.0,1,0,0,0
33,1089,15.0,70.0,3,1300000.0,5.0,0,1,1,0
30,900,14.0,70.0,3,300000.0,1.0,1,1,0,0
41,1681,17.0,40.0,2,1500000.0,1.0,0,1,1,0
33,1089,6.0,6.0,6,1000000.0,10.0,0,1,1,0
49,2401,15.0,63.0,3,800000.0,10.0,1,1,1,1
49,2401,12.0,63.0,3,3000000.0,10.0,0,1,1,0
43,1849,15.0,48.0,3,1000000.0,7.0,0,1,1,0
60,3600,12.0,30.0,3,600000.0,9.0,1,0,1,0
21,441,12.0,12.0,4,350000.0,1.0,0,0,0,0
47,2209,12.0,40.0,5,1000000.0,1.0,0,1,0,0
37,1369,17.0,40.0,2,1800000.0,1.0,1,1,1,0
67,4489,17.0,48.0,2,3000000.0,1.0,0,1,1,0
64,4096,17.0,48.0,2,3000000.0,1.0,1,1,1,0
37,1369,12.0,48.0,4,500000.0,1.0,0,1,0,0
41,1681,15.0,8.0,3,500000.0,1.0,1,0,0,0
64,4096,4.0,30.0,5,600000.0,1.0,0,0,0,0
30,900,12.0,30.0,5,350000.0,2.0,1,0,0,0
48,2304,6.0,40.0,4,1200000.0,9.0,0,0,1,0
40,1600,15.0,40.0,2,700000.0,3.0,0,1,0,0
26,676,15.0,40.0,2,400000.0,2.0,1,1,0,0
51,2601,6.0,34.0,4,900000.0,6.0,0,1,1,1
44,1936,12.0,18.0,4,40000.0,1.0,1,0,0,0
65,4225,17.0,70.0,2,6000000.0,4.0,0,1,1,0
55,3025,17.0,70.0,2,4000000.0,1.0,1,1,1,0
51,2601,15.0,15.0,1,800000.0,8.0,0,0,1,0
44,1936,12.0,42.0,4,600000.0,5.0,0,1,1,1
57,3249,15.0,49.0,2,1000000.0,1.0,1,1,1,0
57,3249,17.0,49.0,2,2000000.0,3.0,0,1,1,0
47,2209,17.0,40.0,4,2000000.0,2.0,0,1,1,0
49,2401,17.0,40.0,4,2000000.0,2.0,1,1,1,0
55,3025,17.0,60.0,4,5000000.0,9.0,0,1,1,0
47,2209,17.0,60.0,4,5000000.0,1.0,1,1,1,0
28,784,12.0,30.0,5,300000.0,1.0,0,0,0,0
50,2500,12.0,30.0,3,500000.0,9.0,1,0,1,0
42,1764,6.0,60.0,6,600000.0,8.0,0,1,1,0
35,1225,16.0,20.0,2,300000.0,1.0,1,0,0,0
25,625,17.0,42.0,4,120000.0,1.0,0,0,0,0
40,1600,15.0,30.0,3,870000.0,7.0,1,1,1,0
52,2704,15.0,15.0,2,120000.0,1.0,1,0,1,0
56,3136,17.0,35.0,3,3000000.0,8.0,1,1,1,0
61,3721,6.0,24.0,4,150000.0,1.0,1,1,0,0
58,3364,12.0,24.0,4,200000.0,1.0,0,1,0,0
27,729,12.0,24.0,4,200000.0,1.0,1,0,0,0
25,625,12.0,24.0,4,1300000.0,6.0,0,0,1,0
38,1444,12.0,52.0,5,1800000.0,8.0,0,1,1,0
58,3364,8.0,20.0,1,300000.0,1.0,0,0,0,0
45,2025,9.0,30.0,3,600000.0,3.0,0,1,0,0
40,1600,16.0,10.0,1,100000.0,3.0,1,0,0,0
29,841,12.0,92.0,5,1400000.0,7.0,0,1,1,0
55,3025,6.0,45.0,5,150000.0,1.0,1,1,0,0
53,2809,6.0,45.0,5,150000.0,1.0,0,1,0,0
59,3481,15.0,30.0,2,900000.0,9.0,1,0,1,0
57,3249,12.0,48.0,2,1200000.0,6.0,0,1,1,0
52,2704,9.0,48.0,7,800000.0,2.0,0,1,1,0
26,676,15.0,42.0,1,800000.0,6.0,1,0,1,0
36,1296,15.0,45.0,5,200000.0,6.0,1,0,0,0
32,1024,12.0,45.0,5,300000.0,1.0,0,0,0,0
23,529,15.0,45.0,5,370000.0,1.0,1,0,0,0
61,3721,6.0,65.0,6,350000.0,3.0,0,1,0,0
55,3025,6.0,65.0,6,350000.0,10.0,1,1,1,0
29,841,12.0,65.0,6,432000.0,3.0,1,0,0,0
28,784,9.0,65.0,6,432000.0,3.0,1,0,0,0
77,5929,10.0,70.0,1,600000.0,4.0,0,0,1,0
43,1849,12.0,25.0,3,360000.0,2.0,1,0,0,0
42,1764,15.0,40.0,1,1000000.0,2.0,1,0,1,0
30,900,12.0,42.0,3,150000.0,1.0,1,0,0,0
62,3844,8.0,63.0,3,1500000.0,6.0,0,1,1,0
47,2209,6.0,42.0,1,900000.0,2.0,0,0,0,0
39,1521,8.0,40.0,4,450000.0,1.0,0,1,0,0
56,3136,8.0,21.0,2,800000.0,1.0,0,0,0,0
46,2116,12.0,48.0,2,1200000.0,12.0,1,1,1,0
51,2601,12.0,24.0,3,200000.0,1.0,0,1,0,0
41,1681,12.0,30.0,2,480000.0,8.0,1,0,1,0
42,1764,15.0,48.0,4,600000.0,10.0,0,1,1,0
36,1296,13.0,40.0,4,320000.0,7.0,1,1,0,1
31,961,15.0,25.0,4,500000.0,1.0,0,0,0,0
27,729,17.0,25.0,4,500000.0,4.0,1,0,0,0
25,625,15.0,25.0,4,350000.0,4.0,1,0,0,0
46,2116,15.0,54.0,2,400000.0,1.0,1,1,1,0
40,1600,12.0,48.0,6,1000000.0,8.0,0,1,1,0
24,576,15.0,48.0,6,500000.0,8.0,0,0,1,1
33,1089,12.0,25.0,3,600000.0,8.0,0,0,1,0
34,1156,12.0,40.0,4,950000.0,10.0,0,1,1,0
22,484,12.0,12.0,6,800000.0,7.0,0,0,1,0
42,1764,6.0,28.0,5,450000.0,6.0,1,0,0,1
53,2809,12.0,36.0,3,350000.0,1.0,0,0,0,0
48,2304,15.0,40.0,3,1400000.0,3.0,1,0,1,0
50,2500,17.0,42.0,1,1500000.0,8.0,0,0,1,0
54,2916,13.0,42.0,3,510000.0,2.0,1,0,0,0
46,2116,15.0,0.0,5,820000.0,6.0,1,1,1,0
45,2025,15.0,0.0,5,1600000.0,1.0,0,1,1,0
