edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud
35,1225,15.0,40.0,1,1315000.0,12.0,1,0,1
51,2601,12.0,30.0,4,526000.0,8.0,1,0,1
45,2025,15.0,30.0,4,263000.0,2.0,1,0,1
25,625,12.0,30.0,4,263000.0,2.0,1,0,1
33,1089,12.0,77.0,5,1578000.0,12.0,0,1,1
62,3844,12.0,30.0,2,197250.0,1.0,1,0,0
62,3844,9.0,59.0,5,2630000.0,4.0,0,1,1
39,1521,12.0,59.0,5,789000.0,8.0,0,0,1
23,529,14.0,59.0,5,1065150.0,5.0,0,0,1
32,1024,12.0,44.0,2,1972500.0,9.0,0,1,1
26,676,15.0,44.0,2,526000.0,1.0,1,1,1
55,3025,12.0,6.0,5,657500.0,1.0,0,1,0
53,2809,6.0,30.0,5,526000.0,8.0,0,1,1
55,3025,6.0,10.0,3,368200.0,2.0,0,1,0
30,900,12.0,15.0,4,1315000.0,12.0,0,1,1
40,1600,12.0,48.0,3,1249250.0,9.0,0,1,1
34,1156,9.0,48.0,3,789000.0,1.0,1,1,1
64,4096,6.0,48.0,3,624625.0,1.0,0,0,1
28,784,12.0,48.0,3,657500.0,8.0,1,0,0
28,784,12.0,48.0,3,789000.0,4.0,1,0,1
30,900,17.0,15.0,4,220920.0,2.0,1,1,1
58,3364,17.0,20.0,2,3945000.0,4.0,0,1,1
44,1936,12.0,48.0,1,920500.0,7.0,1,0,1
31,961,17.0,48.0,2,657500.0,6.0,1,1,1
63,3969,12.0,40.0,2,657500.0,6.0,0,1,1
54,2916,17.0,30.0,2,3945000.0,10.0,0,1,1
57,3249,8.0,48.0,4,1315000.0,7.0,0,1,1
28,784,13.0,48.0,4,197250.0,1.0,1,0,1
26,676,12.0,48.0,4,657500.0,9.0,0,0,1
38,1444,12.0,48.0,3,1052000.0,2.0,1,1,1
20,400,6.0,60.0,11,526000.0,4.0,0,1,1
24,576,12.0,60.0,11,789000.0,6.0,0,1,0
75,5625,15.0,1.0,2,52600.0,1.0,1,0,1
20,400,11.0,1.0,2,789000.0,8.0,0,0,1
47,2209,15.0,20.0,4,854750.0,9.0,1,1,1
41,1681,15.0,20.0,4,565450.0,9.0,0,1,1
58,3364,6.0,112.0,3,394500.0,1.0,1,0,1
65,4225,6.0,56.0,2,263000.0,1.0,0,1,1
41,1681,12.0,56.0,3,460250.0,1.0,1,0,0
46,2116,17.0,25.0,5,920500.0,8.0,1,1,1
19,361,12.0,30.0,6,236700.0,2.0,0,0,0
44,1936,2.0,30.0,6,102570.0,6.0,1,1,0
46,2116,12.0,45.0,4,631200.0,9.0,1,0,1
24,576,12.0,45.0,4,328750.0,6.0,0,0,1
49,2401,17.0,50.0,4,1972500.0,1.0,0,1,1
46,2116,17.0,50.0,4,920500.0,1.0,1,1,1
43,1849,11.0,40.0,2,1972500.0,7.0,0,0,1
20,400,12.0,40.0,2,1315000.0,7.0,0,0,1
37,1369,15.0,48.0,4,197250.0,6.0,1,1,1
27,729,16.0,25.0,4,460250.0,9.0,0,0,0
54,2916,12.0,79.0,4,1315000.0,3.0,0,1,1
53,2809,15.0,79.0,4,789000.0,7.0,1,1,1
25,625,15.0,79.0,4,657500.0,8.0,0,0,1
59,3481,12.0,30.0,1,611475.0,8.0,0,0,1
52,2704,7.0,72.0,4,657500.0,1.0,0,1,0
28,784,12.0,24.0,3,341900.0,1.0,1,0,0
40,1600,10.0,80.0,4,394500.0,1.0,1,1,0
42,1764,12.0,80.0,4,460250.0,1.0,0,1,0
59,3481,6.0,24.0,1,65750.0,2.0,0,0,1
58,3364,3.0,48.0,2,1052000.0,2.0,0,1,1
36,1296,8.0,15.0,3,328750.0,1.0,1,0,1
44,1936,12.0,0.0,3,105200.0,1.0,1,1,0
23,529,12.0,0.0,3,394500.0,6.0,0,0,0
70,4900,12.0,24.0,5,789000.0,6.0,0,1,1
64,4096,15.0,24.0,5,789000.0,10.0,1,1,1
45,2025,18.0,24.0,5,1052000.0,10.0,1,0,1
53,2809,10.0,44.0,3,1052000.0,9.0,1,1,1
46,2116,12.0,44.0,3,1052000.0,3.0,0,1,1
31,961,15.0,40.0,4,526000.0,8.0,1,1,1
41,1681,10.0,40.0,4,1052000.0,11.0,0,1,1
55,3025,14.0,40.0,1,789000.0,1.0,0,0,1
52,2704,17.0,45.0,3,591750.0,9.0,1,0,1
25,625,9.0,30.0,3,657500.0,7.0,0,0,1
39,1521,12.0,40.0,5,789000.0,10.0,0,1,1
44,1936,14.0,30.0,2,657500.0,2.0,1,1,0
35,1225,14.0,30.0,2,657500.0,2.0,0,1,1
62,3844,15.0,69.0,3,263000.0,2.0,1,1,1
78,6084,14.0,69.0,3,263000.0,2.0,0,1,1
30,900,17.0,69.0,3,460250.0,8.0,1,0,1
57,3249,12.0,24.0,2,526000.0,4.0,1,0,1
48,2304,6.0,40.0,4,1117750.0,9.0,0,0,1
45,2025,15.0,30.0,5,526000.0,6.0,1,1,1
44,1936,15.0,30.0,5,1446500.0,3.0,0,1,1
32,1024,13.0,60.0,1,789000.0,9.0,0,0,1
39,1521,12.0,70.0,4,1052000.0,4.0,1,1,1
58,3364,17.0,20.0,2,3945000.0,4.0,1,1,1
29,841,9.0,45.0,5,920500.0,9.0,0,1,1
32,1024,12.0,45.0,5,263000.0,2.0,1,1,0
21,441,11.0,29.0,3,526000.0,2.0,1,0,1
37,1369,6.0,40.0,5,394500.0,1.0,0,1,0
22,484,12.0,40.0,5,78900.0,2.0,1,0,0
60,3600,12.0,24.0,4,526000.0,2.0,0,1,1
41,1681,12.0,25.0,5,0.0,2.0,0,1,1
43,1849,4.0,16.0,2,0.0,6.0,0,1,0
53,2809,6.0,16.0,2,65750.0,1.0,1,1,0
62,3844,19.0,72.0,4,1972500.0,1.0,0,1,1
55,3025,17.0,72.0,4,920500.0,12.0,1,1,1
40,1600,17.0,40.0,1,789000.0,1.0,0,0,1
42,1764,15.0,54.0,3,1052000.0,1.0,0,0,1
63,3969,6.0,20.0,3,92050.0,9.0,0,1,0
40,1600,15.0,40.0,3,1183500.0,8.0,1,0,1
38,1444,15.0,48.0,3,894200.0,2.0,0,1,1
36,1296,12.0,48.0,3,447100.0,4.0,1,1,1
59,3481,17.0,30.0,2,1249250.0,9.0,1,0,1
52,2704,5.0,54.0,2,789000.0,9.0,0,1,1
36,1296,6.0,48.0,4,920500.0,5.0,0,1,1
51,2601,8.0,36.0,6,789000.0,1.0,0,1,0
31,961,7.0,36.0,6,236700.0,4.0,0,0,0
21,441,7.0,36.0,6,657500.0,1.0,0,0,0
39,1521,17.0,31.0,3,460250.0,6.0,1,1,1
46,2116,12.0,40.0,3,526000.0,10.0,1,0,1
45,2025,17.0,42.0,2,1117750.0,7.0,0,1,1
36,1296,12.0,42.0,2,591750.0,8.0,1,1,1
59,3481,6.0,44.0,4,789000.0,2.0,0,1,0
40,1600,12.0,24.0,3,420800.0,4.0,1,0,1
52,2704,15.0,40.0,5,1972500.0,12.0,1,0,1
48,2304,6.0,46.0,1,631200.0,3.0,0,0,0
54,2916,17.0,48.0,4,657500.0,1.0,1,1,0
55,3025,6.0,40.0,3,526000.0,3.0,0,1,0
52,2704,6.0,40.0,3,394500.0,2.0,1,1,0
31,961,12.0,40.0,3,394500.0,2.0,1,0,0
38,1444,15.0,24.0,5,789000.0,6.0,0,0,1
55,3025,12.0,60.0,3,631200.0,1.0,0,1,1
30,900,12.0,65.0,4,23670.0,2.0,1,0,1
31,961,13.0,54.0,1,526000.0,8.0,1,0,0
52,2704,17.0,50.0,6,1972500.0,8.0,0,1,1
55,3025,14.0,42.0,2,789000.0,9.0,1,1,1
53,2809,8.0,30.0,4,1025700.0,8.0,1,0,1
44,1936,6.0,40.0,3,907350.0,7.0,0,1,1
30,900,12.0,40.0,3,92050.0,2.0,1,1,0
61,3721,15.0,48.0,1,560190.0,1.0,1,0,1
59,3481,12.0,6.0,2,526000.0,1.0,0,1,1
29,841,12.0,40.0,2,2498500.0,12.0,0,1,1
28,784,16.0,48.0,1,499700.0,6.0,0,0,0
29,841,14.0,50.0,1,263000.0,1.0,1,0,1
23,529,17.0,20.0,2,486550.0,7.0,0,0,1
40,1600,12.0,60.0,3,1315000.0,6.0,0,1,0
35,1225,12.0,60.0,3,657500.0,6.0,1,1,0
25,625,15.0,40.0,4,1315000.0,1.0,1,0,0
32,1024,8.0,48.0,7,381350.0,7.0,0,1,1
32,1024,8.0,48.0,7,263000.0,4.0,1,1,0
24,576,12.0,24.0,3,1052000.0,5.0,0,1,1
32,1024,12.0,48.0,2,1052000.0,6.0,0,1,1
30,900,17.0,48.0,2,657500.0,1.0,1,1,1
62,3844,4.0,18.0,1,92050.0,1.0,0,0,1
52,2704,12.0,36.0,1,657500.0,1.0,0,0,0
58,3364,9.0,40.0,4,789000.0,1.0,0,1,1
56,3136,17.0,40.0,4,1841000.0,8.0,1,1,1
18,324,12.0,98.0,4,604900.0,12.0,0,0,1
19,361,12.0,24.0,4,39450.0,2.0,0,0,1
78,6084,8.0,18.0,1,78900.0,5.0,0,0,1
48,2304,17.0,2.0,3,65750.0,1.0,1,1,1
47,2209,16.0,2.0,3,1315000.0,1.0,0,1,1
53,2809,12.0,40.0,4,973100.0,4.0,1,0,1
28,784,12.0,40.0,4,568080.0,11.0,0,0,1
31,961,17.0,20.0,1,526000.0,1.0,1,0,1
41,1681,9.0,36.0,1,789000.0,6.0,0,0,1
65,4225,17.0,30.0,1,986250.0,6.0,1,0,1
31,961,16.0,0.0,1,1709500.0,12.0,1,0,1
39,1521,19.0,50.0,3,1033590.0,12.0,0,1,1
41,1681,17.0,50.0,3,1972500.0,1.0,1,1,1
53,2809,17.0,40.0,3,1972500.0,7.0,1,1,1
50,2500,15.0,40.0,3,1446500.0,11.0,0,1,1
70,4900,12.0,9.0,2,131500.0,1.0,0,1,1
34,1156,12.0,50.0,2,657500.0,1.0,0,0,0
39,1521,11.0,28.0,6,289300.0,6.0,1,1,1
30,900,12.0,28.0,6,1183500.0,12.0,0,1,1
24,576,12.0,20.0,3,394500.0,4.0,0,0,0
56,3136,15.0,35.0,2,2630000.0,7.0,0,1,1
52,2704,15.0,35.0,2,2630000.0,7.0,1,1,1
77,5929,12.0,70.0,1,920500.0,2.0,0,0,1
47,2209,12.0,48.0,2,789000.0,8.0,1,1,1
60,3600,7.0,11.0,2,131500.0,1.0,0,1,1
26,676,18.0,48.0,3,394500.0,8.0,0,0,1
40,1600,12.0,45.0,4,723250.0,6.0,1,0,1
48,2304,15.0,30.0,2,644350.0,8.0,1,0,1
39,1521,12.0,22.0,3,102570.0,6.0,1,1,0
40,1600,13.0,48.0,4,1841000.0,9.0,0,1,1
47,2209,15.0,48.0,4,986250.0,9.0,1,1,1
58,3364,15.0,30.0,2,1183500.0,8.0,1,0,1
30,900,12.0,40.0,5,341900.0,12.0,0,0,1
23,529,16.0,40.0,5,526000.0,12.0,0,0,1
21,441,12.0,40.0,5,341900.0,12.0,1,0,1
54,2916,6.0,17.0,4,0.0,4.0,0,1,0
53,2809,6.0,17.0,4,410280.0,3.0,1,1,0
31,961,12.0,20.0,3,394500.0,1.0,0,0,0
49,2401,9.0,8.0,9,26300.0,1.0,0,1,0
54,2916,19.0,30.0,3,854750.0,8.0,1,1,1
57,3249,12.0,25.0,1,315600.0,2.0,1,0,1
28,784,12.0,25.0,3,657500.0,7.0,0,0,0
39,1521,12.0,50.0,4,657500.0,4.0,0,1,1
39,1521,17.0,50.0,4,407650.0,7.0,1,1,1
33,1089,17.0,40.0,3,762700.0,8.0,0,1,1
61,3721,7.0,46.0,4,920500.0,8.0,0,1,1
31,961,15.0,46.0,4,854750.0,8.0,1,0,1
41,1681,17.0,30.0,1,1052000.0,9.0,0,0,1
50,2500,12.0,48.0,7,526000.0,8.0,1,0,1
31,961,17.0,45.0,2,789000.0,1.0,0,1,1
38,1444,16.0,9.0,2,263000.0,1.0,0,1,1
52,2704,10.0,40.0,1,526000.0,9.0,0,0,1
35,1225,12.0,48.0,4,1249250.0,6.0,0,1,1
39,1521,12.0,40.0,4,657500.0,7.0,0,1,1
36,1296,12.0,40.0,4,657500.0,7.0,1,1,1
53,2809,12.0,42.0,4,460250.0,3.0,1,1,0
52,2704,8.0,42.0,4,460250.0,3.0,0,1,0
23,529,13.0,42.0,4,394500.0,3.0,1,0,0
41,1681,15.0,20.0,2,499700.0,10.0,0,1,1
41,1681,15.0,20.0,2,657500.0,9.0,1,1,1
46,2116,17.0,40.0,5,1709500.0,3.0,0,1,1
46,2116,6.0,40.0,5,263000.0,1.0,0,1,1
30,900,17.0,48.0,2,526000.0,1.0,0,1,0
32,1024,15.0,30.0,1,1170350.0,7.0,1,0,1
37,1369,19.0,30.0,3,2630000.0,6.0,1,1,1
38,1444,19.0,30.0,3,2630000.0,1.0,0,1,1
39,1521,15.0,24.0,2,328750.0,1.0,1,0,1
64,4096,6.0,25.0,1,328750.0,1.0,0,0,1
24,576,12.0,48.0,1,263000.0,6.0,1,0,0
47,2209,15.0,28.0,3,394500.0,7.0,1,0,1
42,1764,12.0,35.0,4,394500.0,1.0,1,1,0
55,3025,12.0,45.0,2,394500.0,7.0,1,1,1
63,3969,3.0,40.0,4,92050.0,1.0,1,1,1
35,1225,12.0,40.0,4,789000.0,9.0,0,0,1
53,2809,15.0,40.0,3,920500.0,12.0,1,0,1
52,2704,17.0,50.0,2,1578000.0,6.0,1,1,1
21,441,9.0,40.0,2,168320.0,6.0,1,1,0
23,529,7.0,40.0,2,236700.0,1.0,0,1,0
29,841,8.0,32.0,3,526000.0,1.0,0,1,0
52,2704,17.0,50.0,3,1052000.0,7.0,1,0,1
41,1681,13.0,98.0,3,789000.0,1.0,1,0,0
78,6084,3.0,52.0,2,394500.0,1.0,0,1,1
69,4761,12.0,52.0,2,263000.0,1.0,1,1,1
30,900,7.0,20.0,4,920500.0,1.0,0,1,1
47,2209,12.0,40.0,3,394500.0,6.0,1,1,1
48,2304,12.0,42.0,4,657500.0,2.0,0,1,0
42,1764,6.0,42.0,4,657500.0,2.0,1,1,0
30,900,19.0,42.0,4,1078300.0,9.0,0,1,1
56,3136,6.0,36.0,1,394500.0,1.0,0,0,0
57,3249,15.0,45.0,3,789000.0,8.0,1,0,1
31,961,15.0,45.0,3,131500.0,9.0,1,0,0
39,1521,13.0,5.0,2,92050.0,1.0,0,0,0
35,1225,12.0,45.0,3,1052000.0,7.0,0,0,1
38,1444,15.0,40.0,2,1315000.0,8.0,0,1,1
35,1225,17.0,40.0,2,1315000.0,10.0,0,1,1
25,625,15.0,50.0,1,591750.0,8.0,1,0,1
27,729,12.0,72.0,3,131500.0,2.0,0,0,0
21,441,12.0,40.0,1,394500.0,5.0,0,0,0
43,1849,8.0,12.0,6,499700.0,1.0,0,1,0
69,4761,15.0,42.0,3,657500.0,2.0,1,1,1
46,2116,16.0,48.0,5,920500.0,9.0,1,1,1
71,5041,15.0,42.0,3,657500.0,2.0,0,1,1
39,1521,12.0,48.0,1,131500.0,1.0,1,0,0
31,961,8.0,56.0,4,657500.0,9.0,1,1,1
54,2916,15.0,60.0,1,197250.0,1.0,1,0,1
32,1024,17.0,40.0,5,1972500.0,7.0,0,1,1
31,961,17.0,40.0,5,1170350.0,8.0,1,1,1
21,441,10.0,12.0,3,499700.0,1.0,1,0,1
30,900,9.0,24.0,6,631200.0,10.0,1,0,1
30,900,12.0,30.0,2,263000.0,1.0,0,1,0
52,2704,17.0,48.0,3,1052000.0,7.0,1,1,1
25,625,17.0,48.0,3,2367000.0,7.0,0,0,1
58,3364,13.0,30.0,2,789000.0,8.0,1,0,1
29,841,12.0,36.0,4,131500.0,1.0,1,1,0
29,841,12.0,36.0,4,197250.0,9.0,0,1,0
42,1764,8.0,60.0,3,315600.0,5.0,1,0,0
56,3136,15.0,48.0,3,1052000.0,5.0,0,1,1
62,3844,12.0,0.0,5,920500.0,9.0,0,1,1
38,1444,11.0,48.0,4,234070.0,7.0,1,1,0
27,729,6.0,48.0,4,526000.0,5.0,0,1,1
57,3249,12.0,50.0,4,263000.0,3.0,0,1,1
34,1156,12.0,20.0,1,131500.0,1.0,0,0,0
28,784,9.0,35.0,4,789000.0,2.0,0,1,0
25,625,12.0,40.0,4,394500.0,2.0,0,0,0
53,2809,15.0,30.0,6,1183500.0,10.0,0,1,1
49,2401,11.0,30.0,6,263000.0,5.0,1,1,1
63,3969,6.0,40.0,1,591750.0,1.0,0,0,0
55,3025,15.0,20.0,2,710100.0,7.0,0,1,1
46,2116,12.0,20.0,2,789000.0,1.0,1,1,1
37,1369,15.0,40.0,2,1091450.0,7.0,1,0,1
33,1089,12.0,20.0,3,920500.0,10.0,0,1,1
52,2704,12.0,44.0,1,1012550.0,6.0,1,0,1
61,3721,15.0,46.0,1,789000.0,5.0,1,0,0
44,1936,12.0,40.0,3,1078300.0,9.0,0,1,1
41,1681,14.0,40.0,3,1025700.0,9.0,1,1,1
26,676,12.0,48.0,1,789000.0,7.0,0,0,1
39,1521,12.0,40.0,2,920500.0,6.0,1,0,0
31,961,12.0,48.0,1,1170350.0,9.0,0,0,1
62,3844,15.0,30.0,2,1052000.0,1.0,0,1,1
69,4761,9.0,36.0,2,39450.0,1.0,0,1,1
57,3249,15.0,36.0,2,105200.0,1.0,1,1,1
52,2704,6.0,10.0,4,105200.0,2.0,1,1,0
35,1225,6.0,10.0,4,473400.0,6.0,0,1,0
44,1936,15.0,55.0,4,197250.0,3.0,1,0,0
50,2500,15.0,11.0,2,210400.0,1.0,1,0,1
42,1764,15.0,48.0,2,1183500.0,9.0,1,1,1
46,2116,14.0,48.0,2,657500.0,1.0,0,1,1
34,1156,18.0,72.0,3,2630000.0,7.0,1,1,1
40,1600,17.0,72.0,3,1972500.0,6.0,0,1,1
57,3249,6.0,40.0,2,1578000.0,9.0,0,1,1
66,4356,6.0,32.0,2,302450.0,8.0,0,1,1
35,1225,12.0,45.0,2,1315000.0,7.0,0,1,1
37,1369,15.0,45.0,2,1315000.0,12.0,1,1,1
46,2116,16.0,16.0,5,1117750.0,10.0,0,1,1
57,3249,12.0,50.0,5,368200.0,1.0,0,1,1
44,1936,6.0,12.0,3,210400.0,1.0,0,1,0
23,529,13.0,32.0,2,394500.0,6.0,1,0,1
21,441,12.0,32.0,2,624625.0,3.0,1,0,1
47,2209,14.0,30.0,2,341900.0,10.0,1,0,1
56,3136,12.0,30.0,2,328750.0,1.0,0,0,0
44,1936,12.0,25.0,7,420800.0,8.0,1,1,1
44,1936,12.0,25.0,7,302450.0,7.0,0,1,1
26,676,12.0,32.0,5,197250.0,1.0,1,0,0
44,1936,12.0,48.0,4,1183500.0,11.0,1,0,1
38,1444,15.0,30.0,3,1420200.0,11.0,1,0,1
45,2025,4.0,45.0,3,1183500.0,3.0,0,0,1
25,625,15.0,45.0,3,631200.0,2.0,1,0,1
58,3364,15.0,30.0,2,1315000.0,12.0,0,1,1
47,2209,12.0,35.0,3,789000.0,9.0,1,0,1
21,441,12.0,35.0,3,657500.0,7.0,0,0,1
35,1225,12.0,48.0,3,1315000.0,1.0,0,1,1
43,1849,2.0,84.0,4,46419.5,8.0,1,1,1
37,1369,9.0,8.0,2,157800.0,1.0,0,1,1
41,1681,12.0,46.0,3,1052000.0,9.0,0,1,1
35,1225,12.0,46.0,3,920500.0,3.0,1,1,1
43,1849,12.0,36.0,4,789000.0,2.0,0,1,1
36,1296,13.0,84.0,4,591750.0,2.0,0,1,0
23,529,7.0,48.0,1,1972500.0,12.0,1,0,1
31,961,10.0,35.0,5,52600.0,3.0,0,0,0
62,3844,3.0,35.0,5,263000.0,2.0,1,1,0
59,3481,6.0,35.0,5,52600.0,3.0,0,1,0
36,1296,11.0,35.0,5,52600.0,3.0,0,0,0
18,324,12.0,25.0,3,131500.0,1.0,1,0,1
44,1936,6.0,59.0,2,328750.0,1.0,1,1,1
26,676,15.0,40.0,2,1091450.0,6.0,1,1,1
25,625,12.0,40.0,2,1315000.0,1.0,0,1,1
35,1225,16.0,16.0,5,648295.0,9.0,1,1,1
33,1089,12.0,16.0,5,657500.0,1.0,0,1,0
50,2500,3.0,25.0,3,460250.0,12.0,0,1,1
34,1156,12.0,48.0,3,394500.0,4.0,0,1,0
23,529,12.0,48.0,3,526000.0,4.0,1,1,0
40,1600,8.0,15.0,4,92050.0,2.0,1,1,1
40,1600,6.0,15.0,4,105200.0,2.0,0,1,0
32,1024,7.0,50.0,5,549670.0,7.0,0,1,0
54,2916,17.0,60.0,4,1052000.0,6.0,1,0,1
31,961,12.0,60.0,4,920500.0,5.0,1,0,1
21,441,12.0,60.0,4,526000.0,12.0,0,0,1
35,1225,12.0,60.0,3,1183500.0,6.0,0,1,1
32,1024,12.0,63.0,2,394500.0,1.0,0,1,0
63,3969,14.0,0.0,3,854750.0,9.0,0,1,1
68,4624,16.0,40.0,2,986250.0,4.0,1,1,1
60,3600,15.0,40.0,2,5260000.0,9.0,0,1,1
34,1156,12.0,48.0,2,1262400.0,8.0,0,0,1
32,1024,17.0,50.0,1,2367000.0,9.0,1,0,1
59,3481,15.0,44.0,2,1972500.0,5.0,0,0,1
34,1156,14.0,54.0,4,854750.0,7.0,0,1,1
32,1024,14.0,54.0,4,920500.0,6.0,1,1,1
46,2116,12.0,8.0,5,394500.0,1.0,1,1,0
27,729,12.0,52.0,1,1709500.0,12.0,0,0,1
58,3364,10.0,25.0,6,405020.0,9.0,1,0,1
27,729,12.0,25.0,6,657500.0,9.0,0,1,1
30,900,12.0,24.0,4,591750.0,3.0,0,0,0
25,625,12.0,56.0,2,565450.0,6.0,1,0,0
33,1089,12.0,24.0,4,328750.0,8.0,0,0,0
33,1089,12.0,40.0,4,1052000.0,10.0,0,1,1
70,4900,8.0,48.0,2,157800.0,2.0,1,0,1
29,841,12.0,48.0,2,552300.0,10.0,0,0,1
44,1936,8.0,54.0,5,2235500.0,9.0,0,1,1
30,900,12.0,54.0,5,131500.0,1.0,1,1,1
72,5184,12.0,16.0,2,263000.0,1.0,1,0,1
29,841,12.0,55.0,2,920500.0,6.0,0,1,1
26,676,12.0,55.0,2,591750.0,4.0,1,1,1
21,441,14.0,24.0,1,394500.0,1.0,0,0,1
57,3249,6.0,10.0,3,315600.0,1.0,0,1,1
33,1089,15.0,48.0,1,1709500.0,11.0,0,0,1
46,2116,13.0,44.0,4,2630000.0,11.0,0,1,1
41,1681,15.0,68.0,4,1052000.0,9.0,0,1,1
44,1936,12.0,36.0,4,789000.0,2.0,1,1,1
39,1521,12.0,30.0,4,1052000.0,11.0,0,1,1
65,4225,15.0,32.0,4,986250.0,9.0,1,1,1
27,729,12.0,24.0,4,78900.0,1.0,1,0,1
33,1089,8.0,18.0,4,565450.0,8.0,1,0,1
46,2116,15.0,25.0,2,1052000.0,8.0,1,0,1
22,484,12.0,14.0,1,92050.0,1.0,0,0,0
45,2025,13.0,20.0,2,263000.0,1.0,0,1,1
42,1764,4.0,40.0,3,789000.0,2.0,0,1,0
46,2116,12.0,56.0,4,1183500.0,7.0,0,1,1
46,2116,15.0,56.0,4,1052000.0,7.0,1,1,1
36,1296,12.0,42.0,4,263000.0,1.0,0,1,0
30,900,12.0,48.0,4,1025700.0,11.0,0,1,1
28,784,15.0,40.0,4,1709500.0,9.0,0,1,1
28,784,15.0,40.0,4,1709500.0,9.0,0,0,1
27,729,15.0,40.0,4,526000.0,5.0,0,0,1
51,2601,15.0,48.0,3,1052000.0,7.0,0,1,1
22,484,12.0,48.0,6,315600.0,3.0,0,0,0
66,4356,6.0,40.0,4,1052000.0,1.0,0,1,1
59,3481,19.0,28.0,4,4602500.0,3.0,1,0,1
65,4225,12.0,20.0,3,92050.0,1.0,0,1,0
29,841,15.0,20.0,2,526000.0,12.0,0,0,1
48,2304,8.0,72.0,6,5260000.0,10.0,0,1,1
46,2116,6.0,72.0,6,328750.0,1.0,1,1,1
53,2809,12.0,48.0,1,1446500.0,6.0,0,0,1
49,2401,7.0,60.0,1,3287500.0,8.0,0,0,1
60,3600,17.0,45.0,4,3945000.0,12.0,0,1,1
60,3600,15.0,45.0,4,460250.0,9.0,1,1,1
27,729,15.0,25.0,1,657500.0,7.0,0,0,1
46,2116,17.0,45.0,3,2630000.0,2.0,0,1,1
48,2304,17.0,45.0,3,2630000.0,2.0,1,1,1
20,400,12.0,4.0,4,78900.0,2.0,1,0,0
44,1936,10.0,12.0,3,920500.0,2.0,1,0,0
25,625,8.0,12.0,3,920500.0,5.0,0,0,1
35,1225,8.0,43.0,5,0.0,9.0,0,1,1
30,900,9.0,43.0,5,526000.0,1.0,1,1,1
47,2209,6.0,40.0,3,591750.0,7.0,0,1,1
57,3249,8.0,40.0,3,591750.0,9.0,1,1,1
30,900,9.0,40.0,3,460250.0,1.0,0,0,0
46,2116,17.0,43.0,2,1841000.0,1.0,1,1,1
45,2025,19.0,43.0,2,2630000.0,1.0,0,1,1
41,1681,5.0,24.0,1,526000.0,3.0,0,0,0
38,1444,15.0,35.0,2,789000.0,4.0,1,1,1
49,2401,12.0,40.0,2,789000.0,1.0,0,0,0
34,1156,16.0,30.0,3,657500.0,8.0,1,0,1
43,1849,10.0,40.0,2,789000.0,7.0,0,1,0
29,841,15.0,40.0,2,854750.0,8.0,1,1,1
53,2809,15.0,35.0,1,657500.0,11.0,1,0,1
32,1024,12.0,63.0,2,657500.0,1.0,1,1,1
43,1849,15.0,48.0,4,1091450.0,12.0,0,1,1
57,3249,8.0,50.0,3,986250.0,2.0,1,1,1
60,3600,6.0,50.0,3,986250.0,1.0,0,1,1
37,1369,16.0,50.0,3,1052000.0,7.0,1,0,1
46,2116,13.0,30.0,4,789000.0,4.0,1,1,1
57,3249,17.0,60.0,2,2630000.0,3.0,1,1,1
44,1936,17.0,60.0,2,3945000.0,5.0,1,1,1
27,729,12.0,48.0,4,1052000.0,1.0,1,1,1
32,1024,12.0,48.0,4,1078300.0,3.0,0,1,1
26,676,17.0,49.0,4,1578000.0,6.0,0,0,1
58,3364,4.0,12.0,5,52600.0,1.0,0,0,0
28,784,14.0,21.0,1,263000.0,5.0,1,0,1
27,729,12.0,48.0,3,1025700.0,9.0,1,1,1
26,676,7.0,48.0,3,1288700.0,4.0,0,1,1
39,1521,6.0,27.0,2,473400.0,7.0,0,0,0
22,484,14.0,20.0,3,657500.0,1.0,0,0,1
40,1600,6.0,25.0,1,210400.0,1.0,0,0,0
30,900,17.0,60.0,1,789000.0,1.0,1,0,1
42,1764,15.0,20.0,3,657500.0,4.0,1,0,1
45,2025,12.0,54.0,4,1052000.0,2.0,0,1,1
36,1296,15.0,54.0,4,657500.0,2.0,1,1,0
53,2809,17.0,44.0,1,815300.0,12.0,0,0,1
31,961,15.0,50.0,3,723250.0,8.0,0,1,1
19,361,13.0,12.0,2,230125.0,8.0,1,0,1
51,2601,15.0,32.0,4,1972500.0,2.0,0,1,1
47,2209,15.0,32.0,4,1578000.0,12.0,1,1,1
26,676,16.0,22.0,2,131500.0,5.0,0,0,1
23,529,16.0,22.0,2,236700.0,4.0,0,0,1
43,1849,8.0,48.0,2,526000.0,6.0,1,0,1
23,529,7.0,48.0,2,920500.0,6.0,0,0,1
53,2809,12.0,40.0,3,1091450.0,8.0,1,0,1
33,1089,17.0,45.0,4,1315000.0,7.0,1,0,1
30,900,8.0,82.0,7,460250.0,5.0,0,1,0
42,1764,12.0,48.0,4,526000.0,2.0,0,1,1
43,1849,12.0,48.0,4,526000.0,2.0,1,1,1
26,676,8.0,40.0,4,789000.0,2.0,0,1,0
47,2209,6.0,40.0,4,197250.0,3.0,1,0,1
31,961,15.0,25.0,3,920500.0,9.0,0,0,1
52,2704,14.0,25.0,3,565450.0,5.0,1,0,1
61,3721,15.0,0.0,2,894200.0,11.0,0,0,1
