edad,edad2,educ,horastrabj,nhogar,P21,PP04C,mujer,casado_unido,tiene_cobertura_salud
52,2704,12.0,62.0,3,460250.0,3.0,0,1,1
54,2916,12.0,62.0,3,460250.0,3.0,1,1,1
18,324,11.0,62.0,3,0.0,3.0,0,0,1
23,529,12.0,40.0,2,789000.0,12.0,1,1,1
22,484,11.0,40.0,2,657500.0,11.0,0,1,1
41,1681,15.0,40.0,3,854750.0,6.0,1,0,1
50,2500,17.0,36.0,2,1052000.0,12.0,1,1,1
54,2916,17.0,21.0,2,986250.0,9.0,0,1,1
48,2304,17.0,6.0,4,854750.0,12.0,1,1,1
41,1681,12.0,80.0,4,762700.0,7.0,0,1,1
39,1521,12.0,80.0,4,591750.0,1.0,1,1,1
17,289,9.0,30.0,7,526000.0,4.0,0,0,0
27,729,12.0,40.0,2,1052000.0,2.0,0,1,1
23,529,15.0,40.0,2,447100.0,5.0,1,1,1
65,4225,6.0,40.0,2,1315000.0,1.0,0,1,1
52,2704,17.0,23.0,2,828450.0,9.0,1,0,1
28,784,12.0,66.0,2,2367000.0,12.0,0,0,1
64,4096,9.0,45.0,1,881050.0,11.0,0,0,1
33,1089,12.0,60.0,1,1052000.0,1.0,0,0,1
40,1600,15.0,48.0,1,394500.0,1.0,1,0,1
22,484,12.0,36.0,3,657500.0,3.0,0,0,0
22,484,12.0,0.0,3,657500.0,12.0,1,1,1
23,529,12.0,0.0,3,657500.0,12.0,0,1,1
40,1600,6.0,48.0,4,1315000.0,6.0,0,1,1
36,1296,16.0,49.0,1,1578000.0,9.0,0,0,1
73,5329,6.0,24.0,2,526000.0,2.0,0,1,1
71,5041,6.0,24.0,2,131500.0,2.0,1,1,1
49,2401,17.0,30.0,3,1709500.0,11.0,1,0,1
30,900,14.0,40.0,1,1249250.0,4.0,1,0,1
73,5329,16.0,12.0,1,394500.0,4.0,0,0,1
54,2916,12.0,30.0,4,789000.0,10.0,1,0,1
30,900,12.0,30.0,4,526000.0,9.0,1,0,1
48,2304,12.0,25.0,2,789000.0,7.0,0,0,1
69,4761,3.0,12.0,2,131500.0,3.0,0,1,1
25,625,13.0,44.0,1,723250.0,5.0,1,0,0
59,3481,12.0,48.0,1,263000.0,1.0,1,0,1
41,1681,13.0,59.0,2,1052000.0,1.0,1,0,1
49,2401,15.0,24.0,4,1709500.0,1.0,0,1,1
34,1156,12.0,40.0,3,920500.0,5.0,0,0,0
29,841,9.0,20.0,3,315600.0,3.0,0,0,0
25,625,9.0,20.0,3,341900.0,6.0,1,0,0
35,1225,12.0,20.0,5,131500.0,3.0,1,1,0
37,1369,12.0,20.0,5,328750.0,3.0,0,1,0
25,625,8.0,30.0,6,854750.0,9.0,1,0,1
64,4096,17.0,40.0,1,2893000.0,12.0,0,0,1
28,784,10.0,54.0,5,328750.0,1.0,1,1,1
45,2025,12.0,48.0,1,789000.0,6.0,0,0,1
70,4900,17.0,30.0,3,710100.0,5.0,0,1,1
55,3025,15.0,39.0,3,263000.0,12.0,1,1,1
45,2025,17.0,39.0,3,1315000.0,3.0,0,1,1
53,2809,17.0,30.0,1,3945000.0,12.0,0,0,1
42,1764,14.0,48.0,3,1709500.0,12.0,1,0,1
19,361,12.0,48.0,3,1315000.0,1.0,1,0,1
38,1444,15.0,40.0,2,2630000.0,9.0,1,1,1
34,1156,8.0,48.0,3,920500.0,11.0,0,1,1
31,961,15.0,48.0,3,1052000.0,9.0,1,1,1
63,3969,15.0,44.0,4,1183500.0,12.0,1,1,1
29,841,12.0,44.0,4,1117750.0,9.0,0,0,1
24,576,13.0,44.0,4,526000.0,9.0,1,0,1
48,2304,14.0,58.0,1,723250.0,7.0,1,0,1
46,2116,12.0,34.0,4,210400.0,2.0,1,1,1
25,625,12.0,34.0,4,1315000.0,7.0,0,0,1
64,4096,12.0,44.0,4,1578000.0,11.0,0,1,1
54,2916,19.0,50.0,7,1315000.0,12.0,1,0,1
59,3481,19.0,50.0,7,3287500.0,12.0,1,0,1
74,5476,17.0,3.0,1,78900.0,1.0,0,0,1
55,3025,17.0,36.0,6,1052000.0,12.0,1,1,1
54,2916,17.0,36.0,6,1315000.0,12.0,0,1,1
38,1444,15.0,36.0,4,881050.0,10.0,0,1,1
30,900,15.0,36.0,4,881050.0,10.0,1,1,1
30,900,15.0,40.0,3,854750.0,8.0,1,1,1
55,3025,12.0,18.0,2,460250.0,1.0,0,1,0
48,2304,6.0,18.0,2,184100.0,8.0,1,1,1
38,1444,17.0,45.0,4,1315000.0,9.0,1,1,1
39,1521,15.0,40.0,1,1578000.0,6.0,0,0,1
33,1089,17.0,30.0,3,657500.0,3.0,1,0,1
61,3721,15.0,40.0,1,3287500.0,10.0,0,0,1
43,1849,9.0,48.0,2,2630000.0,11.0,0,1,1
51,2601,15.0,48.0,2,1972500.0,8.0,1,1,1
26,676,17.0,48.0,2,394500.0,10.0,0,1,1
30,900,17.0,48.0,2,1052000.0,10.0,1,1,1
64,4096,14.0,112.0,1,3287500.0,6.0,0,0,1
30,900,11.0,30.0,4,526000.0,3.0,1,1,0
35,1225,11.0,30.0,4,920500.0,1.0,0,1,0
28,784,12.0,30.0,4,328750.0,7.0,0,0,0
28,784,6.0,30.0,4,526000.0,8.0,0,1,1
36,1296,6.0,54.0,4,1183500.0,1.0,0,1,0
29,841,17.0,35.0,3,920500.0,8.0,1,0,1
28,784,12.0,48.0,4,526000.0,6.0,1,0,1
24,576,12.0,48.0,4,1052000.0,9.0,0,1,1
53,2809,15.0,40.0,2,1052000.0,12.0,1,1,1
49,2401,15.0,40.0,3,1052000.0,7.0,1,1,1
52,2704,15.0,45.0,3,3287500.0,7.0,0,1,1
49,2401,12.0,45.0,3,1052000.0,6.0,1,1,1
41,1681,12.0,48.0,3,526000.0,8.0,0,1,1
46,2116,9.0,54.0,2,1052000.0,8.0,0,0,1
48,2304,17.0,24.0,2,1972500.0,9.0,1,1,1
48,2304,17.0,24.0,2,263000.0,10.0,1,1,1
38,1444,12.0,40.0,2,1446500.0,12.0,0,1,1
35,1225,12.0,40.0,2,1446500.0,10.0,0,1,1
35,1225,12.0,30.0,3,157800.0,1.0,0,0,0
37,1369,15.0,48.0,2,657500.0,8.0,1,0,1
34,1156,9.0,36.0,4,657500.0,1.0,0,1,0
50,2500,12.0,30.0,4,2630000.0,11.0,1,0,1
23,529,12.0,30.0,4,1052000.0,7.0,0,0,1
51,2601,12.0,56.0,3,263000.0,1.0,1,0,0
40,1600,17.0,40.0,1,2630000.0,12.0,0,0,1
49,2401,15.0,32.0,1,1183500.0,10.0,0,0,1
51,2601,12.0,35.0,1,959950.0,8.0,0,0,1
59,3481,15.0,39.0,1,394500.0,1.0,1,0,1
59,3481,12.0,18.0,2,920500.0,1.0,0,1,1
38,1444,12.0,48.0,5,263000.0,1.0,1,0,0
43,1849,9.0,35.0,1,789000.0,2.0,0,0,0
28,784,9.0,30.0,5,526000.0,1.0,0,0,1
31,961,12.0,0.0,3,683800.0,2.0,0,1,0
35,1225,15.0,0.0,3,867900.0,7.0,1,1,1
58,3364,14.0,25.0,1,4602500.0,1.0,1,0,1
59,3481,15.0,84.0,1,657500.0,1.0,0,0,1
29,841,15.0,14.0,1,460250.0,9.0,0,0,1
48,2304,12.0,48.0,4,1315000.0,10.0,0,1,1
21,441,14.0,48.0,4,394500.0,12.0,1,0,1
44,1936,12.0,56.0,5,3287500.0,12.0,0,1,1
33,1089,7.0,45.0,6,526000.0,9.0,0,1,0
71,5041,9.0,0.0,1,657500.0,1.0,0,0,1
80,6400,17.0,20.0,3,407650.0,5.0,1,0,1
53,2809,12.0,40.0,4,815300.0,12.0,0,1,1
49,2401,12.0,40.0,4,105200.0,1.0,1,1,0
19,361,13.0,40.0,4,63120.0,2.0,1,0,0
56,3136,12.0,40.0,2,1183500.0,5.0,1,1,1
57,3249,17.0,40.0,2,1315000.0,3.0,0,1,1
57,3249,6.0,6.0,6,105200.0,2.0,0,1,1
43,1849,6.0,62.0,3,591750.0,12.0,0,0,1
50,2500,15.0,35.0,2,328750.0,2.0,1,1,1
36,1296,19.0,35.0,3,2104000.0,6.0,0,1,1
22,484,14.0,48.0,1,657500.0,6.0,1,0,1
47,2209,12.0,48.0,3,1315000.0,12.0,0,1,1
24,576,12.0,48.0,3,657500.0,6.0,0,0,1
44,1936,17.0,0.0,1,263000.0,8.0,1,0,1
51,2601,12.0,50.0,6,1315000.0,7.0,1,1,1
25,625,15.0,50.0,6,394500.0,5.0,0,0,1
24,576,14.0,50.0,6,394500.0,5.0,0,0,1
29,841,15.0,44.0,4,1315000.0,11.0,0,1,1
28,784,10.0,44.0,4,1315000.0,2.0,1,1,1
40,1600,12.0,72.0,5,1183500.0,4.0,0,1,1
41,1681,15.0,72.0,5,1052000.0,7.0,1,1,1
31,961,12.0,48.0,2,657500.0,6.0,0,1,1
29,841,12.0,48.0,2,460250.0,1.0,1,1,1
60,3600,6.0,52.0,2,1315000.0,8.0,0,1,1
35,1225,8.0,35.0,6,263000.0,1.0,1,1,0
37,1369,8.0,72.0,3,1052000.0,3.0,0,1,1
34,1156,12.0,72.0,3,230125.0,9.0,1,1,1
42,1764,10.0,54.0,2,1052000.0,12.0,0,0,1
40,1600,17.0,54.0,2,13150000.0,10.0,1,1,0
40,1600,17.0,48.0,2,1183500.0,12.0,1,0,1
41,1681,12.0,56.0,1,591750.0,2.0,0,0,1
65,4225,17.0,20.0,3,657500.0,2.0,0,1,1
20,400,15.0,40.0,2,197250.0,3.0,1,0,0
53,2809,6.0,40.0,2,526000.0,1.0,0,1,0
25,625,12.0,45.0,1,1183500.0,12.0,0,1,1
45,2025,17.0,48.0,4,2630000.0,12.0,1,1,1
45,2025,13.0,48.0,4,1315000.0,12.0,0,1,1
56,3136,6.0,50.0,3,657500.0,11.0,0,0,0
59,3481,8.0,14.0,3,52600.0,1.0,1,0,0
53,2809,17.0,8.0,2,197250.0,1.0,1,0,0
29,841,17.0,8.0,2,197250.0,1.0,0,0,0
30,900,12.0,44.0,1,1446500.0,8.0,1,0,1
58,3364,2.0,40.0,2,578600.0,1.0,0,0,0
62,3844,5.0,40.0,2,263000.0,1.0,0,0,0
49,2401,19.0,40.0,1,1841000.0,9.0,1,0,1
38,1444,12.0,35.0,2,894200.0,2.0,1,0,1
47,2209,17.0,40.0,6,1052000.0,8.0,1,1,1
57,3249,15.0,40.0,6,1052000.0,7.0,0,1,1
36,1296,15.0,40.0,3,789000.0,1.0,0,1,1
34,1156,17.0,40.0,3,1578000.0,9.0,1,1,1
31,961,15.0,30.0,1,1315000.0,10.0,0,0,1
36,1296,17.0,39.0,5,1315000.0,12.0,0,1,1
44,1936,6.0,48.0,1,2630000.0,9.0,0,0,1
37,1369,9.0,20.0,4,236700.0,3.0,1,1,0
38,1444,9.0,20.0,4,263000.0,1.0,0,1,0
41,1681,15.0,56.0,5,986250.0,8.0,1,1,1
36,1296,6.0,0.0,6,328750.0,1.0,0,1,0
40,1600,15.0,45.0,4,920500.0,12.0,0,1,1
46,2116,6.0,46.0,3,0.0,6.0,0,0,1
36,1296,12.0,46.0,3,0.0,7.0,0,0,1
40,1600,5.0,46.0,3,0.0,7.0,0,0,1
74,5476,6.0,40.0,1,1183500.0,2.0,0,0,1
48,2304,17.0,30.0,1,394500.0,7.0,1,0,1
40,1600,17.0,20.0,4,92050.0,9.0,1,1,1
63,3969,4.0,8.0,4,131500.0,9.0,0,0,0
27,729,12.0,8.0,4,526000.0,7.0,0,1,0
24,576,12.0,48.0,2,1578000.0,8.0,1,1,1
27,729,12.0,48.0,2,1315000.0,6.0,0,1,1
24,576,16.0,24.0,1,657500.0,11.0,1,0,1
51,2601,15.0,20.0,4,789000.0,8.0,1,1,1
50,2500,15.0,20.0,4,1578000.0,8.0,0,1,1
28,784,17.0,60.0,1,1972500.0,11.0,0,0,1
45,2025,8.0,45.0,5,711415.0,4.0,1,1,1
29,841,12.0,40.0,2,789000.0,5.0,0,1,0
35,1225,12.0,45.0,3,657500.0,7.0,0,1,1
37,1369,17.0,40.0,1,1709500.0,11.0,0,0,1
26,676,10.0,35.0,4,657500.0,1.0,1,0,0
39,1521,12.0,54.0,4,1052000.0,11.0,0,1,1
57,3249,6.0,24.0,4,657500.0,7.0,0,1,1
52,2704,12.0,55.0,5,789000.0,8.0,0,1,1
47,2209,7.0,35.0,4,854750.0,3.0,1,0,0
32,1024,15.0,48.0,4,986250.0,5.0,1,1,0
38,1444,8.0,48.0,4,407650.0,7.0,0,1,0
35,1225,6.0,35.0,6,394500.0,6.0,0,1,0
46,2116,6.0,40.0,3,1117750.0,7.0,1,0,1
52,2704,19.0,33.0,1,5260000.0,1.0,0,0,1
72,5184,17.0,40.0,1,1446500.0,8.0,0,1,1
50,2500,10.0,35.0,3,789000.0,7.0,0,0,1
21,441,12.0,35.0,3,657500.0,11.0,1,0,1
51,2601,12.0,40.0,3,986250.0,6.0,1,0,1
27,729,15.0,40.0,3,102570.0,11.0,1,0,1
58,3364,6.0,35.0,1,526000.0,6.0,0,0,1
36,1296,9.0,14.0,3,197250.0,1.0,1,0,0
36,1296,17.0,45.0,2,3287500.0,11.0,0,1,1
36,1296,17.0,41.0,5,2498500.0,12.0,1,1,1
37,1369,12.0,41.0,5,1315000.0,10.0,0,1,1
32,1024,17.0,45.0,2,1972500.0,10.0,1,1,1
32,1024,13.0,45.0,2,1972500.0,10.0,0,1,1
50,2500,15.0,12.0,2,631200.0,1.0,1,1,1
53,2809,12.0,12.0,2,1183500.0,4.0,0,1,1
67,4489,17.0,20.0,2,0.0,4.0,1,1,1
73,5329,19.0,20.0,1,394500.0,1.0,1,0,1
39,1521,17.0,54.0,4,1972500.0,10.0,0,1,1
39,1521,19.0,54.0,4,1315000.0,9.0,1,1,1
28,784,12.0,0.0,5,102570.0,6.0,1,1,0
60,3600,17.0,50.0,3,3945000.0,2.0,0,1,1
51,2601,13.0,2.0,2,105200.0,1.0,1,0,1
36,1296,17.0,38.0,2,1052000.0,1.0,1,1,1
34,1156,15.0,38.0,2,1183500.0,12.0,0,1,1
63,3969,12.0,40.0,2,1052000.0,3.0,1,0,1
20,400,12.0,40.0,2,184100.0,3.0,1,0,1
44,1936,12.0,40.0,5,1972500.0,10.0,0,1,1
60,3600,17.0,72.0,1,1578000.0,9.0,0,0,1
25,625,17.0,24.0,1,526000.0,1.0,0,0,0
61,3721,9.0,66.0,3,789000.0,2.0,0,1,0
59,3481,10.0,66.0,3,920500.0,12.0,1,1,1
32,1024,12.0,32.0,4,394500.0,1.0,1,0,1
56,3136,17.0,65.0,3,4339500.0,2.0,0,1,1
56,3136,15.0,65.0,3,1972500.0,9.0,1,1,1
70,4900,15.0,19.0,2,328750.0,3.0,1,1,1
72,5184,17.0,19.0,2,328750.0,3.0,0,1,1
44,1936,15.0,45.0,4,1052000.0,12.0,1,1,1
59,3481,12.0,24.0,4,526000.0,1.0,0,0,0
30,900,11.0,47.0,3,1052000.0,4.0,1,0,1
43,1849,12.0,34.0,5,789000.0,7.0,0,1,1
31,961,12.0,34.0,5,263000.0,6.0,1,1,1
22,484,11.0,54.0,2,1183500.0,7.0,0,1,1
20,400,11.0,54.0,2,39450.0,1.0,1,1,1
45,2025,17.0,5.0,4,0.0,1.0,1,1,1
42,1764,12.0,5.0,4,1446500.0,7.0,0,1,1
25,625,12.0,36.0,3,526000.0,3.0,1,1,1
31,961,6.0,36.0,3,789000.0,4.0,0,1,1
49,2401,6.0,40.0,2,526000.0,1.0,0,1,0
49,2401,6.0,40.0,2,460250.0,5.0,1,1,0
37,1369,7.0,20.0,6,526000.0,1.0,0,1,0
66,4356,17.0,16.0,3,13150.0,1.0,0,1,1
26,676,15.0,16.0,3,270890.0,7.0,0,0,1
18,324,12.0,55.0,5,131500.0,1.0,1,0,1
63,3969,6.0,48.0,4,920500.0,12.0,0,1,1
34,1156,17.0,48.0,2,1275550.0,12.0,1,1,1
34,1156,17.0,48.0,2,1183500.0,11.0,0,1,1
36,1296,12.0,60.0,5,657500.0,8.0,0,1,1
44,1936,15.0,0.0,2,499700.0,10.0,1,1,1
41,1681,4.0,0.0,2,1315000.0,8.0,0,1,0
35,1225,11.0,44.0,5,92050.0,7.0,0,0,0
48,2304,12.0,20.0,4,263000.0,1.0,1,1,0
55,3025,6.0,20.0,4,920500.0,7.0,0,1,1
36,1296,13.0,48.0,1,1183500.0,6.0,0,0,1
50,2500,12.0,42.0,6,1183500.0,8.0,0,1,1
49,2401,12.0,42.0,6,1578000.0,11.0,1,1,1
52,2704,12.0,40.0,1,1841000.0,12.0,0,0,1
48,2304,6.0,16.0,5,263000.0,1.0,1,1,0
56,3136,5.0,16.0,5,526000.0,1.0,0,1,0
27,729,14.0,16.0,5,723250.0,12.0,1,0,1
49,2401,9.0,52.0,2,1052000.0,2.0,0,1,1
68,4624,13.0,40.0,3,460250.0,3.0,0,1,1
50,2500,12.0,40.0,3,736400.0,8.0,1,1,1
24,576,15.0,40.0,3,157800.0,3.0,0,0,1
54,2916,17.0,75.0,5,2498500.0,2.0,1,1,1
23,529,16.0,75.0,5,1209800.0,6.0,0,0,1
43,1849,14.0,36.0,3,1236100.0,7.0,0,1,1
45,2025,17.0,36.0,3,3550500.0,8.0,1,1,1
43,1849,12.0,35.0,3,1183500.0,12.0,1,0,1
57,3249,19.0,75.0,5,1709500.0,7.0,0,1,1
48,2304,9.0,40.0,4,920500.0,7.0,0,1,1
50,2500,15.0,40.0,4,920500.0,8.0,1,1,1
66,4356,8.0,4.0,3,26300.0,1.0,0,1,1
32,1024,8.0,4.0,3,394500.0,6.0,0,0,0
33,1089,10.0,44.0,4,1130900.0,8.0,0,1,1
40,1600,12.0,24.0,2,565450.0,7.0,0,0,0
54,2916,14.0,30.0,6,894200.0,8.0,0,1,1
23,529,17.0,50.0,3,0.0,10.0,0,0,1
51,2601,17.0,40.0,2,1315000.0,1.0,1,0,1
41,1681,12.0,40.0,5,526000.0,1.0,1,1,1
56,3136,19.0,12.0,2,39450.0,1.0,1,0,1
24,576,16.0,23.0,2,1052000.0,4.0,1,0,1
41,1681,12.0,40.0,2,789000.0,7.0,0,0,1
61,3721,12.0,42.0,1,920500.0,1.0,0,0,1
45,2025,19.0,40.0,4,4602500.0,12.0,1,1,1
42,1764,17.0,40.0,4,3945000.0,9.0,0,1,1
57,3249,17.0,45.0,1,3945000.0,2.0,1,0,1
43,1849,19.0,28.0,2,4471000.0,11.0,0,0,1
25,625,12.0,30.0,2,789000.0,7.0,0,0,1
47,2209,17.0,40.0,3,1972500.0,11.0,1,1,1
50,2500,12.0,40.0,3,4602500.0,11.0,0,1,1
32,1024,12.0,60.0,3,1578000.0,12.0,0,1,1
36,1296,5.0,20.0,6,328750.0,2.0,0,1,0
56,3136,6.0,35.0,3,591750.0,9.0,0,0,1
47,2209,17.0,70.0,2,2630000.0,11.0,1,0,1
45,2025,12.0,3.0,2,39450.0,1.0,1,1,1
37,1369,12.0,3.0,2,1116435.0,7.0,0,1,1
51,2601,15.0,20.0,1,920500.0,8.0,1,0,1
49,2401,12.0,18.0,2,263000.0,1.0,1,1,1
53,2809,7.0,40.0,3,1183500.0,9.0,0,1,1
19,361,10.0,40.0,3,657500.0,6.0,1,0,1
51,2601,10.0,40.0,3,526000.0,5.0,1,1,1
57,3249,17.0,48.0,1,1709500.0,12.0,1,0,1
43,1849,12.0,45.0,4,6575000.0,7.0,0,1,1
21,441,12.0,45.0,4,920500.0,7.0,1,0,1
36,1296,16.0,96.0,3,1183500.0,10.0,0,1,1
33,1089,17.0,96.0,3,1183500.0,10.0,1,1,1
62,3844,13.0,40.0,3,1315000.0,9.0,0,1,1
59,3481,17.0,40.0,3,1578000.0,8.0,1,1,1
36,1296,12.0,40.0,3,1315000.0,9.0,0,0,1
42,1764,8.0,30.0,1,0.0,3.0,0,0,0
43,1849,12.0,30.0,2,1052000.0,9.0,1,0,1
25,625,16.0,30.0,2,920500.0,2.0,0,0,1
51,2601,12.0,36.0,2,1578000.0,9.0,0,0,1
46,2116,9.0,29.0,3,263000.0,10.0,1,0,1
71,5041,6.0,35.0,3,920500.0,9.0,1,0,1
62,3844,4.0,30.0,1,499700.0,1.0,0,0,0
37,1369,12.0,42.0,2,1183500.0,12.0,1,0,1
32,1024,12.0,98.0,3,1104600.0,2.0,1,1,0
36,1296,6.0,98.0,3,3156000.0,3.0,0,1,0
69,4761,15.0,16.0,2,394500.0,1.0,0,1,1
64,4096,12.0,16.0,2,263000.0,4.0,1,1,1
29,841,12.0,44.0,7,789000.0,2.0,0,0,0
32,1024,12.0,44.0,7,657500.0,1.0,0,0,0
41,1681,7.0,39.0,1,526000.0,3.0,0,0,0
46,2116,12.0,30.0,1,341900.0,1.0,1,1,1
61,3721,11.0,1.0,1,131500.0,1.0,1,0,1
56,3136,12.0,40.0,3,1578000.0,7.0,0,1,1
54,2916,10.0,60.0,4,3945000.0,11.0,0,1,1
30,900,10.0,60.0,4,3682000.0,11.0,0,0,1
50,2500,8.0,40.0,3,1578000.0,9.0,1,0,1
34,1156,6.0,12.0,3,102570.0,3.0,1,0,0
37,1369,6.0,40.0,6,394500.0,1.0,0,1,0
30,900,12.0,40.0,3,1578000.0,10.0,1,0,1
21,441,7.0,30.0,6,394500.0,3.0,0,1,1
36,1296,15.0,20.0,4,723250.0,10.0,1,0,1
58,3364,17.0,44.0,5,2630000.0,10.0,0,1,1
21,441,12.0,44.0,5,920500.0,7.0,1,0,1
56,3136,17.0,44.0,5,1038850.0,10.0,1,1,1
28,784,15.0,48.0,1,1183500.0,7.0,1,0,1
62,3844,15.0,44.0,2,1315000.0,11.0,1,1,1
49,2401,13.0,50.0,1,526000.0,9.0,1,0,1
61,3721,17.0,44.0,2,1972500.0,12.0,0,1,1
40,1600,19.0,24.0,4,3156000.0,12.0,0,1,1
37,1369,17.0,24.0,3,920500.0,3.0,1,1,1
37,1369,17.0,24.0,3,1709500.0,3.0,0,1,1
61,3721,13.0,45.0,3,1052000.0,9.0,1,0,1
33,1089,19.0,45.0,3,1052000.0,6.0,1,0,1
41,1681,19.0,24.0,4,1578000.0,11.0,1,1,1
23,529,12.0,16.0,1,414225.0,4.0,0,0,0
32,1024,10.0,27.0,3,394500.0,1.0,0,1,0
47,2209,3.0,24.0,5,591750.0,2.0,1,1,0
64,4096,6.0,24.0,5,591750.0,2.0,0,1,0
20,400,12.0,30.0,4,394500.0,10.0,1,0,1
42,1764,12.0,30.0,4,394500.0,10.0,1,0,1
33,1089,12.0,40.0,2,499700.0,9.0,1,0,1
51,2601,6.0,48.0,5,2235500.0,9.0,0,1,1
44,1936,12.0,48.0,5,1052000.0,11.0,1,1,1
36,1296,19.0,60.0,1,657500.0,4.0,0,0,1
28,784,12.0,45.0,1,1578000.0,11.0,1,0,1
31,961,12.0,40.0,2,1052000.0,6.0,0,1,1
32,1024,14.0,30.0,4,920500.0,12.0,1,1,1
33,1089,6.0,30.0,4,920500.0,1.0,0,1,0
49,2401,15.0,30.0,3,1709500.0,11.0,1,0,1
39,1521,14.0,54.0,3,1183500.0,7.0,0,1,1
31,961,12.0,54.0,3,1183500.0,1.0,1,1,1
34,1156,12.0,72.0,3,1052000.0,7.0,0,1,1
30,900,15.0,72.0,3,986250.0,8.0,1,1,1
29,841,15.0,48.0,1,1315000.0,6.0,1,0,1
37,1369,17.0,25.0,2,1512250.0,9.0,0,0,1
51,2601,12.0,35.0,3,789000.0,1.0,0,1,0
51,2601,12.0,35.0,3,657500.0,7.0,1,1,1
32,1024,12.0,30.0,2,660130.0,9.0,0,1,1
34,1156,12.0,30.0,2,1578000.0,9.0,1,1,1
27,729,17.0,30.0,1,1203225.0,6.0,1,0,1
56,3136,17.0,40.0,5,920500.0,1.0,0,1,1
51,2601,17.0,40.0,5,526000.0,1.0,1,1,1
37,1369,19.0,32.0,1,1578000.0,1.0,1,0,1
42,1764,17.0,54.0,4,1315000.0,10.0,0,1,1
41,1681,12.0,54.0,4,1052000.0,10.0,1,1,1
38,1444,11.0,44.0,4,3945000.0,1.0,0,1,1
35,1225,17.0,44.0,4,3945000.0,1.0,1,1,1
54,2916,12.0,54.0,2,1709500.0,12.0,0,1,1
52,2704,14.0,54.0,2,1709500.0,12.0,1,1,1
59,3481,10.0,38.0,3,1183500.0,7.0,1,0,1
23,529,12.0,38.0,3,1052000.0,7.0,1,0,1
45,2025,8.0,22.0,3,39450.0,1.0,1,0,0
39,1521,5.0,77.0,5,65750.0,2.0,1,1,0
64,4096,12.0,77.0,5,210400.0,1.0,0,1,0
16,256,9.0,77.0,5,0.0,2.0,1,0,0
36,1296,6.0,21.0,5,13150.0,1.0,1,1,0
42,1764,7.0,21.0,5,52600.0,1.0,0,1,0
67,4489,17.0,0.0,3,789000.0,1.0,0,1,1
33,1089,16.0,0.0,3,946800.0,10.0,1,0,1
29,841,19.0,47.0,2,1315000.0,11.0,0,1,1
26,676,15.0,47.0,2,1052000.0,7.0,1,1,1
33,1089,9.0,45.0,3,1183500.0,6.0,1,1,1
34,1156,15.0,45.0,3,1315000.0,6.0,0,1,1
22,484,12.0,20.0,5,657500.0,5.0,0,0,0
19,361,12.0,42.0,5,591750.0,1.0,0,0,0
46,2116,5.0,44.0,2,1315000.0,9.0,0,0,1
27,729,10.0,70.0,5,710100.0,6.0,1,0,0
40,1600,12.0,44.0,4,789000.0,3.0,0,1,1
30,900,17.0,45.0,1,1972500.0,11.0,1,0,1
30,900,12.0,42.0,2,1315000.0,9.0,1,1,1
31,961,12.0,42.0,2,1578000.0,11.0,0,1,1
63,3969,14.0,72.0,1,1972500.0,1.0,0,0,1
25,625,12.0,45.0,5,920500.0,7.0,1,0,1
35,1225,17.0,20.0,3,1052000.0,8.0,1,0,1
26,676,12.0,42.0,5,315600.0,3.0,1,0,0
24,576,12.0,42.0,5,1052000.0,6.0,0,0,1
21,441,8.0,42.0,5,420800.0,4.0,0,0,0
60,3600,6.0,42.0,5,591750.0,2.0,1,1,1
57,3249,12.0,42.0,5,526000.0,1.0,0,1,0
48,2304,12.0,60.0,2,1052000.0,10.0,0,1,1
55,3025,12.0,60.0,2,39450.0,5.0,1,1,1
63,3969,6.0,10.0,2,131500.0,1.0,1,0,1
44,1936,12.0,10.0,2,368200.0,7.0,1,0,1
62,3844,14.0,20.0,3,789000.0,1.0,0,1,1
45,2025,17.0,40.0,2,920500.0,8.0,1,0,1
65,4225,6.0,40.0,3,52600.0,1.0,0,0,1
45,2025,12.0,28.0,5,526000.0,1.0,1,0,1
42,1764,12.0,28.0,5,789000.0,7.0,1,0,1
29,841,12.0,30.0,3,526000.0,11.0,0,1,1
25,625,12.0,30.0,3,236700.0,1.0,1,1,1
38,1444,12.0,26.0,3,591750.0,4.0,1,1,1
40,1600,12.0,26.0,3,2498500.0,10.0,0,1,1
42,1764,6.0,10.0,3,26300.0,1.0,1,0,0
43,1849,13.0,30.0,4,526000.0,8.0,0,1,1
44,1936,13.0,30.0,4,486550.0,6.0,1,1,1
58,3364,6.0,28.0,2,394500.0,1.0,0,0,0
56,3136,6.0,48.0,1,263000.0,3.0,0,0,0
44,1936,17.0,60.0,3,1052000.0,10.0,1,1,1
43,1849,15.0,45.0,4,789000.0,9.0,1,1,1
43,1849,6.0,60.0,1,1052000.0,7.0,0,0,0
23,529,12.0,40.0,1,1144050.0,8.0,0,0,1
36,1296,6.0,48.0,4,526000.0,1.0,0,1,0
62,3844,15.0,30.0,1,499700.0,7.0,1,0,1
32,1024,12.0,30.0,4,355050.0,9.0,0,0,1
28,784,15.0,20.0,3,1144050.0,8.0,0,1,1
25,625,15.0,20.0,3,486550.0,7.0,1,1,1
44,1936,17.0,50.0,5,223550.0,5.0,0,1,1
39,1521,17.0,40.0,2,3287500.0,1.0,1,0,1
33,1089,15.0,56.0,3,460250.0,7.0,1,1,1
